comment_id,comment_id_db,issue_key,group_number,body,timestamp,updated_at,author_login,author_name,love,joy,sadness,anger,surprise,fear
12655800,1129294,HADOOP-4836,2,"I just committed this.  Thanks, Jordà!",2008-12-11T23:14:36.403+0000,2008-12-11T23:14:36.403+0000,szetszwo,Tsz-wo Sze,1.0,0.33333334,0.0,,,
12863420,1116214,HADOOP-6727,2,I've just committed this. Thanks Eli!,2010-05-03T17:39:29.148+0000,2010-05-03T17:39:29.148+0000,tomwhite,Thomas White,1.0,0.33333334,0.0,,,
12829457,1118578,HADOOP-6502,2,Can anyone please review the attached patch ? Thanks,2010-02-04T05:47:22.507+0000,2010-02-04T05:47:22.507+0000,sharadag,Sharad Agarwal,1.0,0.0,0.0,,,
12802651,1119742,HADOOP-6374,2,Please review the submitted patch. Thanks.,2010-01-20T04:12:10.099+0000,2010-01-20T04:12:10.099+0000,anatoli.fomenko,Anatoli Fomenko,1.0,0.0,0.0,,,
13482061,1093332,HADOOP-8900,2,I committed the patch branch-1 also. Thank you Andy and Slavik.,2012-10-23T02:30:06.379+0000,2012-10-23T02:30:06.379+0000,sureshms,Suresh Srinivas,1.0,0.0,0.0,,,
13441179,1095065,HADOOP-8725,2,"I checked this into trunk, branch-2, branch-2.1.0-alpha, and branch-0.23.

Thanks Daryn for a quick fix to this.",2012-08-24T14:20:42.151+0000,2012-08-24T14:20:42.151+0000,revans2,Robert Joseph Evans,1.0,0.0,0.0,,,
13409890,1096394,HADOOP-8579,2,"We'll get it fixed soon, sorry for the inconvenience. I just wanted to point you (and others who may land here) to alternative resources meanwhile :)",2012-07-09T21:49:45.257+0000,2012-07-09T21:49:45.257+0000,qwertymaniac,Harsh J,0.33333334,0.0,1.0,,,
13291510,1097449,HADOOP-8469,2,"I have committed this.  Thanks, Junping!",2012-06-08T02:30:07.349+0000,2012-06-08T02:30:07.349+0000,szetszwo,Tsz-wo Sze,1.0,0.33333334,0.0,,,
13786498,1082973,HADOOP-10009,2,Thanks for the work Haohui! I've committed it to branch-1.,2013-10-04T18:55:18.365+0000,2013-10-04T18:55:18.365+0000,jingzhao,Jing Zhao,1.0,0.33333334,0.0,,,
13698591,1085288,HADOOP-9689,2,This was my accident.  I had the wrong JIRA opened.  This should have been filed against Apache Drill.  Opened DRILL-146 instead.  Sorry,2013-07-03T04:35:33.506+0000,2013-07-03T04:35:33.506+0000,jnadeau,Jacques Nadeau,0.0,0.0,1.0,,,
13289066,1110390,HADOOP-7338,2,"+1
I just committed this to branch 0.22.1. Thank you Benoy.",2012-06-05T01:35:54.640+0000,2012-06-05T01:35:54.640+0000,shv,Konstantin Shvachko,1.0,0.0,0.0,,,
12981527,1114454,HADOOP-6904,2,"+1 This patch looks reasonable to me.  Thanks, Hairong!",2011-01-13T22:45:41.206+0000,2011-01-13T22:45:41.206+0000,cutting,Doug Cutting,0.33333334,1.0,0.0,,,
12616952,1136869,HADOOP-3747,2,"I just committed this. Thanks, Alejandro!",2008-07-25T17:00:16.663+0000,2008-07-25T17:00:16.663+0000,ddas,Devaraj Das,1.0,0.33333334,0.0,,,
